状态,代码,名称,科技归属,科技证据,日线买信号,日线日期,日线价格,周线买信号,周线日期,周线价格,最高单信号分,综合分
近1月仅日线,SZ.300770,新媒股份,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 虚拟数字人；AI算力/数据中心产业链 / AI服务器/数据中心 / 网络安全,一买,2026-05-28,34.1,,,,28,25.2
近1月仅日线,SZ.002833,弘亚数控,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 减速器,三买 / MACD绿柱扩大_零上,2026-05-28,18.96,,,,33.25,24.6
近1月仅日线,SZ.002972,科安达,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 数据安全；AI算力/数据中心产业链 / AI服务器/数据中心 / 网络安全,MACD绿柱扩大_零上,2026-05-27,11.78,,,,31.5,24.5
近1月仅日线,SH.603261,*ST立航,军工装备产业链:商业航天/卫星互联网 / 军工装备产业链:航空航天/船舶,军工装备产业链 / 商业航天/卫星互联网 / 航空装备Ⅲ / 航空装备Ⅱ / 低空经济 / 航天航空；军工装备产业链 / 航空航天/船舶 / 国防军工 / 无人机,MACD绿柱扩大_零上,2026-05-29,34.68,,,,29.75,24.4
近1月仅日线,SH.601868,中国能建,AI算力/数据中心产业链 / 军工装备产业链:商业航天/卫星互联网 / 光模块/CPO产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / 东数西算；军工装备产业链 / 商业航天/卫星互联网 / 北斗导航；光模块/CPO产业链 / 光模块/CPO / 光纤概念,MACD绿柱扩大_零上,2026-05-29,2.89,,,,33.25,24.2
近1月仅日线,SZ.002919,名臣健康,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 增强现实,MACD绿柱扩大_零上,2026-05-29,22.6,,,,26.25,24.2
近1月仅日线,SZ.002331,皖通科技,通信网络/5G产业链,通信网络/5G产业链 / 通信设备/网络建设 / ETC,MACD绿柱扩大_零上,2026-05-29,8.44,,,,29.75,24.1
近1月仅日线,SH.603390,通达电气,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 区块链,MACD绿柱扩大_零上,2026-05-29,12.6,,,,26.25,24
近1月仅日线,SZ.300288,朗玛信息,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / 百度概念,一买,2026-05-28,10.17,,,,28,24
近1月仅日线,SZ.002189,中光学,消费电子/华为链 / 军工装备产业链:商业航天/卫星互联网 / 军工装备产业链:航空航天/船舶,消费电子/华为链 / 消费电子/华为链 / 荣耀概念 / 3D摄像头 / 增强现实 / 全息技术；军工装备产业链 / 商业航天/卫星互联网 / 通用航空；军工装备产业链 / 航空航天/船舶 / 军工电子Ⅲ / 军工电子Ⅱ,MACD绿柱扩大_零上,2026-05-29,21.24,,,,26.25,23.8
近1月仅日线,SH.688530,欧莱新材,半导体产业链,半导体产业链 / 材料/光刻胶 / 半导体材料；半导体产业链 / 晶圆制造 / 半导体概念,MACD绿柱扩大_零上,2026-05-29,49.61,,,,35,23.6
近1月仅日线,SH.688520,神州细胞,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / 百度概念,MACD绿柱扩大_零上,2026-05-25,39.8,,,,35,23.4
近1月仅日线,SH.688296,和达科技,AI算力/数据中心产业链 / 消费电子/华为链 / 机器人/自动化产业链,AI算力/数据中心产业链 / AI应用/智能体 / 垂直应用软件 / 数字经济 / AI智能体 / 人工智能；AI算力/数据中心产业链 / AI服务器/数据中心 / DeepSeek概念；消费电子/华为链 / 消费电子/华为链 / 华为概念,MACD绿柱扩大_零上,2026-05-29,14.36,,,,22.75,23.3
近1月仅日线,SZ.301383,天键股份,消费电子/华为链 / AI算力/数据中心产业链,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 消费电子 / 消费电子零部件及组装 / 消费电子概念；AI算力/数据中心产业链 / AI服务器/数据中心 / 百度概念,MACD绿柱扩大_零上,2026-05-29,26.66,,,,22.75,23.3
近1月仅日线,SZ.000034,神州数码,AI算力/数据中心产业链 / 半导体产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / 英伟达概念 / ChatGPT概念；AI算力/数据中心产业链 / AI应用/智能体 / 智谱AI概念；AI算力/数据中心产业链 / 算力租赁/智算云服务 / 腾讯云,MACD绿柱扩大_零上,2026-05-29,25.84,,,,33.25,22.8
近1月仅日线,SZ.000066,中国长城,AI算力/数据中心产业链 / 军工装备产业链:商业航天/卫星互联网,AI算力/数据中心产业链 / AI服务器/数据中心 / 量子科技 / 计算机设备；AI算力/数据中心产业链 / AI应用/智能体 / 数据安全；军工装备产业链 / 商业航天/卫星互联网 / 北斗导航,MACD绿柱扩大_零上,2026-05-28,18.71,,,,31.5,22.6
近1月仅日线,SZ.300592,华凯易佰,消费电子/华为链 / AI算力/数据中心产业链,消费电子/华为链 / 消费电子/华为链 / 消费电子概念 / 虚拟现实 / 智能穿戴；AI算力/数据中心产业链 / AI服务器/数据中心 / ChatGPT概念 / AIGC概念,MACD绿柱扩大_零上,2026-05-27,12.03,,,,28,22.3
近1月仅日线,SH.688383,新益昌,消费电子/华为链 / 机器人/自动化产业链 / 军工装备产业链:商业航天/卫星互联网,消费电子/华为链 / 消费电子/华为链 / MicroLED / LED概念；机器人/自动化产业链 / 自动化/机器人 / 人形机器人 / 机器人概念；军工装备产业链 / 商业航天/卫星互联网 / 商业航天,二买,2026-05-07,96.01,,,,34.1,22
近1月仅日线,SH.603722,阿科力,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 虚拟现实,MACD绿柱扩大_零上,2026-05-28,37.45,,,,31.5,21.8
近1月仅日线,SH.603508,思维列控,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 安防设备 / 大数据,MACD绿柱扩大_零上,2026-05-26,23.57,,,,29.75,21.7
近1月仅日线,SZ.300351,永贵电器,液冷/热管理产业链,液冷/热管理产业链 / 数据中心液冷/热管理 / 液冷概念,MACD绿柱扩大_零上,2026-05-29,17.89,,,,29.75,21.5
近1月仅日线,SZ.003018,金富科技,液冷/热管理产业链,液冷/热管理产业链 / 数据中心液冷/热管理 / 液冷概念,趋势买 / 缺口买:普通,2026-05-29,67.33,,,,21,21.3
近1月仅日线,SZ.002316,亚联发展,通信网络/5G产业链 / AI算力/数据中心产业链,通信网络/5G产业链 / 通信设备/网络建设 / 通信服务 / 通信工程及服务 / 通信服务 / 通信；AI算力/数据中心产业链 / AI应用/智能体 / 智慧政务；AI算力/数据中心产业链 / 国产算力/华为生态 / 华为昇腾,MACD绿柱扩大_零上,2026-05-29,4.98,,,,26.25,21.2
近1月仅日线,SZ.301268,铭利达,液冷/热管理产业链,液冷/热管理产业链 / 数据中心液冷/热管理 / 液冷概念,MACD绿柱扩大_零上,2026-05-22,20.07,,,,24.5,21.1
近1月仅日线,SZ.301479,弘景光电,消费电子/华为链 / 机器人/自动化产业链,消费电子/华为链 / 消费电子/华为链 / 光学光电子 / 光学光电子 / 光学元件 / AI眼镜；机器人/自动化产业链 / 自动化/机器人 / 机器视觉,MACD绿柱扩大_零上,2026-05-29,68.93,,,,24.5,21
近1月仅日线,SH.688795,摩尔线程,半导体产业链 / AI算力/数据中心产业链,半导体产业链 / 芯片设计 / 数字芯片设计 / AI芯片 / 国产芯片；半导体产业链 / 晶圆制造 / 半导体概念；AI算力/数据中心产业链 / AI服务器/数据中心 / 算力概念,MACD绿柱扩大_零上,2026-05-29,643,,,,24.5,20.8
近1月仅日线,SZ.300144,宋城演艺,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 元宇宙概念,一买,2026-05-28,6.51,,,,28,20.8
近1月仅日线,SZ.300773,拉卡拉,AI算力/数据中心产业链 / 消费电子/华为链,AI算力/数据中心产业链 / AI应用/智能体 / 数字经济 / 数字货币 / 区块链；消费电子/华为链 / 消费电子/华为链 / 消费电子概念 / 鸿蒙概念 / 智能穿戴,MACD绿柱扩大_零上,2026-05-29,24.22,,,,24.5,20.8
近1月仅日线,SZ.300777,中简科技,军工装备产业链:商业航天/卫星互联网,军工装备产业链 / 商业航天/卫星互联网 / 航空装备Ⅲ / 航空装备Ⅱ,MACD绿柱扩大_零上,2026-05-29,33.42,,,,22.75,20.8
近1月仅日线,SH.603076,乐惠国际,AI算力/数据中心产业链,AI算力/数据中心产业链 / 算力租赁/智算云服务 / 阿里概念,MACD绿柱扩大_零上,2026-05-25,26.1,,,,31.5,20.7
近1月仅日线,SH.603776,永安行,半导体产业链 / 通信网络/5G产业链,半导体产业链 / 存储芯片 / 存储芯片；通信网络/5G产业链 / 通信设备/网络建设 / 物联网,MACD绿柱扩大_零上,2026-05-29,19.25,,,,24.5,20.7
近1月仅日线,SZ.300845,捷安高科,AI算力/数据中心产业链 / 消费电子/华为链,AI算力/数据中心产业链 / AI应用/智能体 / 元宇宙概念 / 数字孪生；消费电子/华为链 / 消费电子/华为链 / 增强现实 / 虚拟现实,MACD绿柱扩大_零上,2026-05-29,14.1,,,,31.5,20.7
近1月仅日线,SZ.001283,豪鹏科技,消费电子/华为链,消费电子/华为链 / 端侧AI/AI终端 / AIPC,MACD绿柱扩大_零上,2026-05-29,54.53,,,,26.25,20.6
近1月仅日线,SZ.301489,思泉新材,半导体产业链 / 消费电子/华为链 / 液冷/热管理产业链,半导体产业链 / 材料/光刻胶 / 电子化学品Ⅲ / 电子化学品Ⅱ；消费电子/华为链 / 消费电子/华为链 / 消费电子概念 / 小米概念 / 智能穿戴；消费电子/华为链 / 端侧AI/AI终端 / AIPC / AI手机,MACD绿柱扩大_零上,2026-05-29,220.71,,,,24.5,20.6
近1月仅日线,SH.603322,超讯通信,通信网络/5G产业链 / AI算力/数据中心产业链,通信网络/5G产业链 / 通信设备/网络建设 / 通信服务 / 通信工程及服务 / 通信服务 / 通信技术；AI算力/数据中心产业链 / AI服务器/数据中心 / DeepSeek概念 / 多模态AI / 算力概念 / AIGC概念；AI算力/数据中心产业链 / AI应用/智能体 / AI应用 / 数据要素 / 智慧城市,MACD绿柱扩大_零上,2026-05-29,31.17,,,,24.5,20.5
近1月仅日线,SH.688539,高华科技,消费电子/华为链 / 机器人/自动化产业链 / AI算力/数据中心产业链,消费电子/华为链 / 消费电子/华为链 / 被动元件；机器人/自动化产业链 / 自动化/机器人 / 新型工业化 / 传感器；AI算力/数据中心产业链 / AI应用/智能体 / 工业互联,MACD绿柱扩大_零上,2026-05-26,36.67,,,,35,20.5
近1月仅日线,SZ.003007,直真科技,AI算力/数据中心产业链 / 军工装备产业链:商业航天/卫星互联网,AI算力/数据中心产业链 / AI应用/智能体 / 垂直应用软件 / 智慧政务 / 数字孪生；AI算力/数据中心产业链 / AI服务器/数据中心 / 东数西算；AI算力/数据中心产业链 / 国产算力/华为生态 / 华为昇腾,MACD绿柱扩大_零上,2026-05-29,42.15,,,,22.75,20.5
近1月仅日线,SH.600736,苏州高新,军工装备产业链:商业航天/卫星互联网,军工装备产业链 / 商业航天/卫星互联网 / 低空经济,MACD绿柱扩大_零上,2026-05-27,7.21,,,,31.5,20.4
近1月仅日线,SZ.300010,豆神教育,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 智谱AI概念 / 财税数字化 / 智慧政务；AI算力/数据中心产业链 / AI服务器/数据中心 / AIGC概念,MACD绿柱缩小_零下,2026-05-22,2.95,,,,30,20.4
近1月仅日线,SZ.300311,ST任子行,AI算力/数据中心产业链 / 通信网络/5G产业链,AI算力/数据中心产业链 / AI应用/智能体 / 数字经济 / 数据安全 / 数字货币 / 安防概念；AI算力/数据中心产业链 / AI服务器/数据中心 / 电子身份证 / 网络安全；AI算力/数据中心产业链 / 算力租赁/智算云服务 / 云计算,MACD绿柱扩大_零上,2026-05-29,5.39,,,,33.25,20.3
近1月仅日线,SH.603757,大元泵业,液冷/热管理产业链 / 军工装备产业链:商业航天/卫星互联网,液冷/热管理产业链 / 数据中心液冷/热管理 / 液冷概念；军工装备产业链 / 商业航天/卫星互联网 / 商业航天,MACD绿柱扩大_零上,2026-05-29,54.78,,,,28,20.2
近1月仅日线,SZ.002046,国机精工,机器人/自动化产业链 / 军工装备产业链:商业航天/卫星互联网 / 半导体产业链,机器人/自动化产业链 / 自动化/机器人 / 机器人执行器；军工装备产业链 / 商业航天/卫星互联网 / 空间站概念；半导体产业链 / 晶圆制造 / 中芯概念,三买 / MACD绿柱扩大_零上,2026-05-22,49.61,,,,32.5,20
近1月仅日线,SH.603933,睿能科技,机器人/自动化产业链 / 军工装备产业链:航空航天/船舶 / 通信网络/5G产业链,机器人/自动化产业链 / 自动化/机器人 / 人形机器人 / PLC概念；军工装备产业链 / 航空航天/船舶 / 无人机；通信网络/5G产业链 / 通信设备/网络建设 / ETC,MACD绿柱扩大_零上,2026-05-29,24.05,,,,29.75,19.7
近1月仅日线,SZ.301287,康力源,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / AI智能体,MACD绿柱扩大_零上,2026-05-26,39.23,,,,29.75,18.6
近1月仅日线,SZ.301510,固高科技,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 新型工业化,MACD绿柱扩大_零上,2026-05-29,33.06,,,,28,18.5
近1月仅日线,SZ.002967,广电计量,半导体产业链,半导体产业链 / 芯片设计 / 华为海思；半导体产业链 / 晶圆制造 / 中芯概念,MACD绿柱扩大_零上,2026-05-29,20.92,,,,29.75,18.4
近1月仅日线,SH.600233,圆通速递,AI算力/数据中心产业链,AI算力/数据中心产业链 / 算力租赁/智算云服务 / 阿里概念,MACD绿柱扩大_零上,2026-05-20,19.34,,,,35,18.3
近1月仅日线,SZ.002921,联诚精密,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 机器人执行器 / 减速器,MACD绿柱扩大_零上,2026-05-29,26.32,,,,31.5,18.3
近1月仅日线,SH.603290,斯达半导,半导体产业链 / AI算力/数据中心产业链,半导体产业链 / 晶圆制造 / 半导体 / 半导体 / 半导体；半导体产业链 / 第三代半导体 / 分立器件 / IGBT概念 / 碳化硅 / 第三代半导体；AI算力/数据中心产业链 / AI服务器/数据中心 / 数据中心,二买 / 三买,2026-05-19,117.2,,,,42.9,18.2
近1月仅日线,SZ.002392,北京利尔,半导体产业链,半导体产业链 / 芯片设计 / AI芯片,MACD绿柱扩大_零上,2026-05-28,8.51,,,,29.75,17.8
近1月仅日线,SZ.300989,蕾奥规划,AI算力/数据中心产业链 / 消费电子/华为链,AI算力/数据中心产业链 / AI应用/智能体 / 智慧城市；消费电子/华为链 / 消费电子/华为链 / 空间计算；AI算力/数据中心产业链 / AI服务器/数据中心 / 算力概念,MACD绿柱扩大_零上,2026-05-27,14.59,,,,33.25,17.8
近1月仅日线,SH.601668,中国建筑,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 数字孪生,一买,2026-05-28,4.72,,,,28,17.7
近1月仅日线,SH.600666,奥瑞德,消费电子/华为链 / AI算力/数据中心产业链 / 半导体产业链,消费电子/华为链 / 消费电子/华为链 / 光学光电子 / 光学光电子 / 3D玻璃；AI算力/数据中心产业链 / AI服务器/数据中心 / 算力概念 / 东数西算；AI算力/数据中心产业链 / AI应用/智能体 / AI智能体,MACD绿柱扩大_零上,2026-05-21,5.21,,,,24.5,17.6
近1月仅日线,SH.688299,长阳科技,消费电子/华为链 / PCB/CCL/服务器材料产业链,消费电子/华为链 / 消费电子/华为链 / 光学光电子 / 光学光电子 / 华为概念 / LED概念；PCB/CCL/服务器材料产业链 / PCB/CCL / PCB,MACD绿柱扩大_零上,2026-05-29,16.58,,,,24.5,17.4
近1月仅日线,SH.603296,华勤技术,消费电子/华为链 / AI算力/数据中心产业链,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 消费电子 / 消费电子零部件及组装 / 消费电子概念；AI算力/数据中心产业链 / AI服务器/数据中心 / 英伟达概念 / 算力概念 / 数据中心；AI算力/数据中心产业链 / 算力租赁/智算云服务 / 腾讯云 / 阿里概念,MACD绿柱扩大_零上,2026-05-29,106.4,,,,29.75,17.2
近1月仅日线,SH.600126,杭钢股份,AI算力/数据中心产业链,AI算力/数据中心产业链 / 算力租赁/智算云服务 / 阿里概念 / 云计算；AI算力/数据中心产业链 / AI应用/智能体 / 国资云概念；AI算力/数据中心产业链 / AI服务器/数据中心 / 数据中心,MACD绿柱扩大_零上,2026-05-19,8.88,,,,29.75,17.1
近1月仅日线,SZ.300843,胜蓝股份,消费电子/华为链 / 液冷/热管理产业链,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 消费电子 / 消费电子零部件及组装；液冷/热管理产业链 / 数据中心液冷/热管理 / 液冷概念,MACD绿柱扩大_零上,2026-05-29,90.52,,,,29.75,17
近1月仅日线,SH.600037,歌华有线,AI算力/数据中心产业链 / 消费电子/华为链,AI算力/数据中心产业链 / 算力租赁/智算云服务 / 阿里概念 / 云计算；AI算力/数据中心产业链 / AI应用/智能体 / 智慧城市；消费电子/华为链 / 消费电子/华为链 / 虚拟现实,MACD绿柱扩大_零上,2026-05-28,7.36,,,,33.25,16.9
近1月仅日线,SZ.300717,华信新材,通信网络/5G产业链,通信网络/5G产业链 / 通信设备/网络建设 / ETC,MACD绿柱扩大_零上,2026-05-27,19.29,,,,29.75,16.9
近1月仅日线,SH.603579,荣泰健康,消费电子/华为链 / AI算力/数据中心产业链,消费电子/华为链 / 消费电子/华为链 / 小米概念 / 虚拟现实；AI算力/数据中心产业链 / AI服务器/数据中心 / DeepSeek概念,一买 / MACD绿柱扩大_零上,2026-05-28,18.59,,,,28,16.8
近1月仅日线,SZ.300780,德恩精工,机器人/自动化产业链 / AI算力/数据中心产业链,机器人/自动化产业链 / 自动化/机器人 / 新型工业化 / 减速器 / 工业母机；AI算力/数据中心产业链 / AI应用/智能体 / 工业互联,MACD绿柱扩大_零上,2026-05-29,26.91,,,,22.75,16.7
近1月仅日线,SZ.300165,天瑞仪器,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 仪器仪表,MACD绿柱扩大_零上,2026-05-27,6.48,,,,35,16.5
近1月仅日线,SZ.301095,广立微,AI算力/数据中心产业链 / 光模块/CPO产业链 / 半导体产业链,AI算力/数据中心产业链 / AI应用/智能体 / 垂直应用软件；光模块/CPO产业链 / 光模块/CPO / CPO概念；半导体产业链 / 芯片设计 / EDA概念,MACD绿柱扩大_零上,2026-05-29,93.51,,,,22.75,16.4
近1月仅日线,SZ.002115,三维通信,通信网络/5G产业链 / AI算力/数据中心产业链 / 军工装备产业链:商业航天/卫星互联网,通信网络/5G产业链 / 通信设备/网络建设 / 通信服务 / 通信工程及服务 / 通信服务 / 通信；AI算力/数据中心产业链 / AI应用/智能体 / 虚拟数字人；军工装备产业链 / 商业航天/卫星互联网 / 卫星互联网,MACD绿柱扩大_零上,2026-05-29,12.2,,,,24.5,16.3
近1月仅日线,SZ.300839,博汇股份,AI算力/数据中心产业链 / 液冷/热管理产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / 东数西算；液冷/热管理产业链 / 数据中心液冷/热管理 / 液冷概念,MACD绿柱扩大_零上,2026-05-29,16.69,,,,29.75,16.3
近1月仅日线,SZ.002415,海康威视,AI算力/数据中心产业链 / 光模块/CPO产业链,AI算力/数据中心产业链 / AI应用/智能体 / 安防设备 / 安防概念；AI算力/数据中心产业链 / AI服务器/数据中心 / 生物识别 / 边缘计算；光模块/CPO产业链 / 光模块/CPO / 光纤概念,MACD绿柱扩大_零上,2026-05-21,31.63,,,,33.25,16.1
近1月仅日线,SZ.002779,中坚科技,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 发电机概念,MACD绿柱缩小_零下,2026-05-21,73.78,,,,30,16.1
近1月仅日线,SH.688528,秦川物联,通信网络/5G产业链 / 机器人/自动化产业链,通信网络/5G产业链 / 通信设备/网络建设 / 物联网；机器人/自动化产业链 / 自动化/机器人 / 仪器仪表,MACD绿柱扩大_零上,2026-05-29,11.36,,,,24.5,15.8
近1月仅日线,SZ.002151,北斗星通,军工装备产业链:航空航天/船舶 / AI算力/数据中心产业链 / 军工装备产业链:商业航天/卫星互联网,军工装备产业链 / 航空航天/船舶 / 国防军工 / 军工电子Ⅲ / 军工电子Ⅱ / 航母概念；AI算力/数据中心产业链 / AI服务器/数据中心 / 英伟达概念；军工装备产业链 / 商业航天/卫星互联网 / 北斗导航,MACD绿柱扩大_零上,2026-05-26,37.67,,,,33.25,15.2
近1月仅日线,SH.603017,中衡设计,AI算力/数据中心产业链 / 军工装备产业链:商业航天/卫星互联网 / 消费电子/华为链,AI算力/数据中心产业链 / AI服务器/数据中心 / DeepSeek概念 / 多模态AI / 数据中心；军工装备产业链 / 商业航天/卫星互联网 / 低空经济 / 商业航天；AI算力/数据中心产业链 / AI应用/智能体 / 数字孪生,MACD绿柱扩大_零上,2026-05-26,12.85,,,,29.75,15.1
近1月仅日线,SH.688158,优刻得,AI算力/数据中心产业链 / 军工装备产业链:商业航天/卫星互联网 / 通信网络/5G产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / DeepSeek概念 / 算力概念 / 东数西算 / 数据中心；AI算力/数据中心产业链 / AI应用/智能体 / 智谱AI概念 / 人工智能 / 智慧城市；AI算力/数据中心产业链 / 算力租赁/智算云服务 / 云计算,MACD绿柱扩大_零上,2026-05-27,40.28,,,,29.75,14.6
近1月仅日线,SZ.002236,大华股份,AI算力/数据中心产业链 / 机器人/自动化产业链 / 通信网络/5G产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / 多模态AI / 生物识别；机器人/自动化产业链 / 自动化/机器人 / 机器视觉；通信网络/5G产业链 / 通信设备/网络建设 / 毫米波概念,MACD绿柱扩大_零上,2026-05-18,17.402,,,,28,14.6
近1月仅日线,SZ.002455,百川股份,半导体产业链,半导体产业链 / 半导体设备 / 光刻机(胶),MACD绿柱缩小_零下,2026-05-25,9.25,,,,30,14.3
近1月仅日线,SZ.002721,金一文化,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 数字货币,一买,2026-05-29,2.62,,,,28,14.3
近1月仅日线,SH.600545,卓郎智能,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 新型工业化,二买,2026-05-20,5.54,,,,42.9,14.2
近1月仅日线,SH.603928,兴业股份,半导体产业链,半导体产业链 / 半导体设备 / 光刻机(胶),MACD绿柱扩大_零上,2026-05-29,15.32,,,,33.25,14
近1月仅日线,SZ.000156,华数传媒,AI算力/数据中心产业链 / 消费电子/华为链,AI算力/数据中心产业链 / AI应用/智能体 / 智慧政务；消费电子/华为链 / 消费电子/华为链 / 智能电视,一买,2026-05-28,6.82,,,,28,14
近1月仅日线,SH.603915,国茂股份,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 机器人执行器 / 减速器,MACD绿柱扩大_零上,2026-05-29,16.36,,,,24.5,13.9
近1月仅日线,SZ.300085,银之杰,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 垂直应用软件 / 数字货币；AI算力/数据中心产业链 / 算力租赁/智算云服务 / 云计算；AI算力/数据中心产业链 / AI服务器/数据中心 / 百度概念,MACD绿柱扩大_零上,2026-05-29,38.68,,,,29.75,13.8
近1月仅日线,SH.688135,利扬芯片,半导体产业链 / 通信网络/5G产业链 / 消费电子/华为链,半导体产业链 / 晶圆制造 / 半导体 / 集成电路封测 / 半导体 / 半导体；通信网络/5G产业链 / 通信设备/网络建设 / 通信技术 / 5G概念 / 物联网；消费电子/华为链 / 消费电子/华为链 / 消费电子概念 / 智能穿戴,MACD绿柱扩大_零上,2026-05-29,36.3,,,,28,13.7
近1月仅日线,SH.688152,麒麟信安,AI算力/数据中心产业链 / 军工装备产业链:商业航天/卫星互联网,AI算力/数据中心产业链 / 国产算力/华为生态 / 信创 / 华为欧拉；AI算力/数据中心产业链 / AI应用/智能体 / 数据安全；AI算力/数据中心产业链 / AI服务器/数据中心 / 网络安全,MACD绿柱扩大_零上,2026-05-29,31.36,,,,28,13.5
近1月仅日线,SZ.300830,金现代,AI算力/数据中心产业链 / 消费电子/华为链,AI算力/数据中心产业链 / AI应用/智能体 / 垂直应用软件 / AI应用 / 智谱AI概念 / 工业互联；消费电子/华为链 / 消费电子/华为链 / 消费电子概念 / 智能穿戴；AI算力/数据中心产业链 / AI服务器/数据中心 / 百度概念,一买,2026-05-29,9.35,,,,28,13.3
近1月仅日线,SZ.300458,全志科技,半导体产业链 / AI算力/数据中心产业链 / 消费电子/华为链,半导体产业链 / 芯片设计 / 数字芯片设计 / 汽车芯片；AI算力/数据中心产业链 / AI服务器/数据中心 / 边缘计算 / 百度概念；AI算力/数据中心产业链 / 算力租赁/智算云服务 / 阿里概念,MACD绿柱扩大_零上,2026-05-29,34.64,,,,26.25,13.2
近1月仅日线,SH.603803,瑞斯康达,通信网络/5G产业链 / AI算力/数据中心产业链 / 光模块/CPO产业链,通信网络/5G产业链 / 通信设备/网络建设 / 通信设备 / 通信终端及配件 / 通信 / 通信设备；AI算力/数据中心产业链 / AI应用/智能体 / 数据安全 / 工业互联 / 智慧城市；AI算力/数据中心产业链 / AI服务器/数据中心 / 算力概念 / 边缘计算 / 网络安全,MACD绿柱扩大_零上,2026-05-29,13.5,,,,31.5,13.1
近1月仅日线,SH.688115,思林杰,机器人/自动化产业链 / AI算力/数据中心产业链 / 消费电子/华为链,机器人/自动化产业链 / 自动化/机器人 / 仪器仪表 / 机器视觉；AI算力/数据中心产业链 / AI应用/智能体 / 工业互联；消费电子/华为链 / 消费电子/华为链 / 苹果概念,MACD绿柱扩大_零上,2026-05-29,55,,,,29.75,13.1
近1月仅日线,SZ.002580,圣阳股份,消费电子/华为链 / 通信网络/5G产业链,消费电子/华为链 / 消费电子/华为链 / 鸿蒙概念；通信网络/5G产业链 / 通信设备/网络建设 / 通信,MACD绿柱扩大_零上,2026-05-28,23.45,,,,31.5,12.9
近1月仅日线,SZ.301077,星华新材,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / 英伟达概念 / 算力概念,MACD绿柱扩大_零上,2026-05-27,27.48,,,,29.75,12.8
近1月仅日线,SZ.300480,光力科技,机器人/自动化产业链 / 半导体产业链,机器人/自动化产业链 / 自动化/机器人 / 工业母机 / 传感器；半导体产业链 / 第三代半导体 / 碳化硅,MACD绿柱扩大_零上,2026-05-29,33.12,,,,29.75,12.6
近1月仅日线,SZ.301667,纳百川,液冷/热管理产业链,液冷/热管理产业链 / 数据中心液冷/热管理 / 燃油车热管理部件,MACD绿柱扩大_零上,2026-05-29,89.86,,,,22.75,12.6
近1月仅日线,SH.688486,龙迅股份,半导体产业链,半导体产业链 / 晶圆制造 / 半导体 / 半导体 / 半导体概念；半导体产业链 / 芯片设计 / 数字芯片设计 / 国产芯片,MACD绿柱扩大_零上,2026-05-29,73.86,,,,22.75,12.4
近1月仅日线,SH.600081,东风科技,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 减速器 / 传感器,MACD绿柱扩大_零上,2026-05-29,10.67,,,,24.5,12.2
近1月仅日线,SZ.300475,香农芯创,半导体产业链,半导体产业链 / 存储芯片 / 高带宽内存 / 存储芯片,MACD绿柱扩大_零上,2026-05-29,180.09,,,,29.75,12.2
近1月仅日线,SZ.300654,世纪天鸿,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / AI语料 / AI智能体；AI算力/数据中心产业链 / AI服务器/数据中心 / AIGC概念,MACD绿柱扩大_零上,2026-05-26,9.95,,,,26.25,12.1
近1月仅日线,SZ.002631,德尔未来,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 柔性屏(折叠屏),MACD绿柱扩大_零上,2026-05-29,6.94,,,,29.75,11.8
