状态,代码,名称,科技归属,科技证据,日线买信号,日线日期,日线价格,周线买信号,周线日期,周线价格,最高单信号分,综合分
近1月仅日线,SH.688355,明志科技,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 新型工业化 / 工业母机,MACD绿柱扩大_零上,2026-05-29,19.45,,,,28,27
近1月仅日线,SZ.002535,林州重机,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / 生物识别,缺口买:衰竭,2026-05-27,2.72,,,,16.25,26.8
近1月仅日线,SH.688385,复旦微电,半导体产业链,半导体产业链 / 芯片设计 / 数字芯片设计 / AI芯片 / 国产芯片,MACD绿柱扩大_零上,2026-05-21,65.55,,,,24.5,25.8
近1月仅日线,SZ.002833,弘亚数控,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 减速器,三买 / MACD绿柱扩大_零上,2026-05-28,18.96,,,,33.25,24.6
近1月仅日线,SH.603261,*ST立航,军工装备产业链:商业航天/卫星互联网,军工装备产业链 / 商业航天/卫星互联网 / 航空装备Ⅲ / 航空装备Ⅱ / 低空经济 / 航天航空,MACD绿柱扩大_零上,2026-05-29,34.68,,,,29.75,24.4
近1月仅日线,SZ.002331,皖通科技,通信网络/5G产业链,通信网络/5G产业链 / 通信设备/网络建设 / ETC,MACD绿柱扩大_零上,2026-05-29,8.44,,,,29.75,24.1
近1月仅日线,SZ.002189,中光学,军工装备产业链:航空航天/船舶,军工装备产业链 / 航空航天/船舶 / 军工电子Ⅲ / 军工电子Ⅱ,MACD绿柱扩大_零上,2026-05-29,21.24,,,,26.25,23.8
近1月仅日线,SH.688530,欧莱新材,半导体产业链,半导体产业链 / 材料/光刻胶 / 半导体材料,MACD绿柱扩大_零上,2026-05-29,49.61,,,,35,23.6
近1月仅日线,SH.688296,和达科技,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 垂直应用软件 / 数字经济 / AI智能体 / 人工智能,MACD绿柱扩大_零上,2026-05-29,14.36,,,,22.75,23.3
近1月仅日线,SZ.301383,天键股份,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 消费电子 / 消费电子零部件及组装 / 消费电子概念 / AI眼镜,MACD绿柱扩大_零上,2026-05-29,26.66,,,,22.75,23.3
近1月仅日线,SZ.000034,神州数码,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / 英伟达概念 / ChatGPT概念,MACD绿柱扩大_零上,2026-05-29,25.84,,,,33.25,22.8
近1月仅日线,SZ.000066,中国长城,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / 量子科技 / 计算机设备,MACD绿柱扩大_零上,2026-05-28,18.71,,,,31.5,22.6
近1月仅日线,SH.603508,思维列控,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 安防设备 / 大数据,MACD绿柱扩大_零上,2026-05-26,23.57,,,,29.75,21.7
近1月仅日线,SZ.002316,亚联发展,通信网络/5G产业链,通信网络/5G产业链 / 通信设备/网络建设 / 通信服务 / 通信工程及服务 / 通信服务 / 通信 / ETC,MACD绿柱扩大_零上,2026-05-29,4.98,,,,26.25,21.2
近1月仅日线,SZ.301268,铭利达,液冷/热管理产业链,液冷/热管理产业链 / 数据中心液冷/热管理 / 液冷概念,MACD绿柱扩大_零上,2026-05-22,20.07,,,,24.5,21.1
近1月仅日线,SZ.301479,弘景光电,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 光学光电子 / 光学光电子 / 光学元件 / AI眼镜 / 小米概念,MACD绿柱扩大_零上,2026-05-29,68.93,,,,24.5,21
近1月仅日线,SH.688795,摩尔线程,半导体产业链,半导体产业链 / 芯片设计 / 数字芯片设计 / AI芯片 / 国产芯片,MACD绿柱扩大_零上,2026-05-29,643,,,,24.5,20.8
近1月仅日线,SZ.300777,中简科技,军工装备产业链:商业航天/卫星互联网,军工装备产业链 / 商业航天/卫星互联网 / 航空装备Ⅲ / 航空装备Ⅱ,MACD绿柱扩大_零上,2026-05-29,33.42,,,,22.75,20.8
近1月仅日线,SZ.300845,捷安高科,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 元宇宙概念 / 数字孪生,MACD绿柱扩大_零上,2026-05-29,14.1,,,,31.5,20.7
近1月仅日线,SZ.301489,思泉新材,半导体产业链,半导体产业链 / 材料/光刻胶 / 电子化学品Ⅲ / 电子化学品Ⅱ,MACD绿柱扩大_零上,2026-05-29,220.71,,,,24.5,20.6
近1月仅日线,SH.603322,超讯通信,通信网络/5G产业链,通信网络/5G产业链 / 通信设备/网络建设 / 通信服务 / 通信工程及服务 / 通信服务 / 通信技术 / 5G概念,MACD绿柱扩大_零上,2026-05-29,31.17,,,,24.5,20.5
近1月仅日线,SH.688539,高华科技,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 被动元件,MACD绿柱扩大_零上,2026-05-26,36.67,,,,35,20.5
近1月仅日线,SZ.003007,直真科技,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 垂直应用软件 / 智慧政务 / 数字孪生,MACD绿柱扩大_零上,2026-05-29,42.15,,,,22.75,20.5
近1月仅日线,SZ.300311,ST任子行,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 数字经济 / 数据安全 / 数字货币 / 安防概念,MACD绿柱扩大_零上,2026-05-29,5.39,,,,33.25,20.3
近1月仅日线,SH.603757,大元泵业,液冷/热管理产业链,液冷/热管理产业链 / 数据中心液冷/热管理 / 液冷概念,MACD绿柱扩大_零上,2026-05-29,54.78,,,,28,20.2
近1月仅日线,SZ.002046,国机精工,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 机器人执行器,三买 / MACD绿柱扩大_零上,2026-05-22,49.61,,,,32.5,20
近1月仅日线,SH.603933,睿能科技,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 人形机器人 / PLC概念,MACD绿柱扩大_零上,2026-05-29,24.05,,,,29.75,19.7
近1月仅日线,SZ.301510,固高科技,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 新型工业化,MACD绿柱扩大_零上,2026-05-29,33.06,,,,28,18.5
近1月仅日线,SH.603290,斯达半导,半导体产业链,半导体产业链 / 晶圆制造 / 半导体 / 半导体 / 半导体,二买 / 三买,2026-05-19,117.2,,,,42.9,18.2
近1月仅日线,SH.600666,奥瑞德,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 光学光电子 / 光学光电子 / 3D玻璃,MACD绿柱扩大_零上,2026-05-21,5.21,,,,24.5,17.6
近1月仅日线,SH.688299,长阳科技,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 光学光电子 / 光学光电子 / 华为概念 / LED概念,MACD绿柱扩大_零上,2026-05-29,16.58,,,,24.5,17.4
近1月仅日线,SH.603296,华勤技术,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 消费电子 / 消费电子零部件及组装 / 消费电子概念 / AI眼镜,MACD绿柱扩大_零上,2026-05-29,106.4,,,,29.75,17.2
近1月仅日线,SZ.300843,胜蓝股份,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 消费电子 / 消费电子零部件及组装,MACD绿柱扩大_零上,2026-05-29,90.52,,,,29.75,17
近1月仅日线,SZ.300780,德恩精工,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 新型工业化 / 减速器 / 工业母机,MACD绿柱扩大_零上,2026-05-29,26.91,,,,22.75,16.7
近1月仅日线,SZ.300165,天瑞仪器,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 仪器仪表,MACD绿柱扩大_零上,2026-05-27,6.48,,,,35,16.5
近1月仅日线,SZ.301095,广立微,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 垂直应用软件,MACD绿柱扩大_零上,2026-05-29,93.51,,,,22.75,16.4
近1月仅日线,SZ.002115,三维通信,通信网络/5G产业链,通信网络/5G产业链 / 通信设备/网络建设 / 通信服务 / 通信工程及服务 / 通信服务 / 通信,MACD绿柱扩大_零上,2026-05-29,12.2,,,,24.5,16.3
近1月仅日线,SZ.002415,海康威视,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 安防设备 / 安防概念,MACD绿柱扩大_零上,2026-05-21,31.63,,,,33.25,16.1
近1月仅日线,SZ.002779,中坚科技,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 发电机概念,MACD绿柱缩小_零下,2026-05-21,73.78,,,,30,16.1
近1月仅日线,SH.688528,秦川物联,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 仪器仪表,MACD绿柱扩大_零上,2026-05-29,11.36,,,,24.5,15.8
近1月仅日线,SZ.002151,北斗星通,军工装备产业链:航空航天/船舶,军工装备产业链 / 航空航天/船舶 / 国防军工 / 军工电子Ⅲ / 军工电子Ⅱ / 航母概念,MACD绿柱扩大_零上,2026-05-26,37.67,,,,33.25,15.2
近1月仅日线,SH.603017,中衡设计,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / DeepSeek概念 / 多模态AI / 数据中心,MACD绿柱扩大_零上,2026-05-26,12.85,,,,29.75,15.1
近1月仅日线,SH.688158,优刻得,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / DeepSeek概念 / 算力概念 / 东数西算 / 数据中心 / 边缘计算,MACD绿柱扩大_零上,2026-05-27,40.28,,,,29.75,14.6
近1月仅日线,SZ.002236,大华股份,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 安防设备 / 时空大数据,MACD绿柱扩大_零上,2026-05-18,17.402,,,,28,14.6
近1月仅日线,SH.603915,国茂股份,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 机器人执行器 / 减速器,MACD绿柱扩大_零上,2026-05-29,16.36,,,,24.5,13.9
近1月仅日线,SZ.300085,银之杰,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 垂直应用软件 / 数字货币,MACD绿柱扩大_零上,2026-05-29,38.68,,,,29.75,13.8
近1月仅日线,SH.688135,利扬芯片,半导体产业链,半导体产业链 / 晶圆制造 / 半导体 / 集成电路封测 / 半导体 / 半导体 / 集成电路技术服务,MACD绿柱扩大_零上,2026-05-29,36.3,,,,28,13.7
近1月仅日线,SH.688152,麒麟信安,AI算力/数据中心产业链,AI算力/数据中心产业链 / 国产算力/华为生态 / 信创 / 华为欧拉,MACD绿柱扩大_零上,2026-05-29,31.36,,,,28,13.5
近1月仅日线,SZ.300830,金现代,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 垂直应用软件 / AI应用 / 智谱AI概念 / 工业互联 / AI智能体,一买,2026-05-29,9.35,,,,28,13.3
近1月仅日线,SZ.300458,全志科技,半导体产业链,半导体产业链 / 芯片设计 / 数字芯片设计 / 汽车芯片,MACD绿柱扩大_零上,2026-05-29,34.64,,,,26.25,13.2
近1月仅日线,SH.603803,瑞斯康达,通信网络/5G产业链,通信网络/5G产业链 / 通信设备/网络建设 / 通信设备 / 通信终端及配件 / 通信 / 通信设备 / 通信技术,MACD绿柱扩大_零上,2026-05-29,13.5,,,,31.5,13.1
近1月仅日线,SH.688115,思林杰,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 仪器仪表 / 机器视觉,MACD绿柱扩大_零上,2026-05-29,55,,,,29.75,13.1
近1月仅日线,SZ.300480,光力科技,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 工业母机 / 传感器,MACD绿柱扩大_零上,2026-05-29,33.12,,,,29.75,12.6
近1月仅日线,SH.688486,龙迅股份,半导体产业链,半导体产业链 / 晶圆制造 / 半导体 / 半导体 / 半导体概念,MACD绿柱扩大_零上,2026-05-29,73.86,,,,22.75,12.4
近1月仅日线,SZ.300475,香农芯创,半导体产业链,半导体产业链 / 存储芯片 / 高带宽内存 / 存储芯片,MACD绿柱扩大_零上,2026-05-29,180.09,,,,29.75,12.2
近1月仅日线,SZ.002194,武汉凡谷,通信网络/5G产业链,通信网络/5G产业链 / 通信设备/网络建设 / 通信设备 / 通信 / 通信设备 / 通信网络设备及器件 / 毫米波概念,MACD绿柱扩大_零上,2026-05-29,11.32,,,,26.25,11.7
近1月仅日线,SZ.300668,杰恩股份,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / ERP概念,MACD绿柱扩大_零上,2026-05-29,55.31,,,,26.25,11
近1月仅日线,SH.605258,协和电子,PCB/CCL/服务器材料产业链,PCB/CCL/服务器材料产业链 / PCB/CCL / 印制电路板 / PCB,MACD绿柱扩大_零上,2026-05-22,37.26,,,,28,10.7
近1月仅日线,SZ.301366,一博科技,PCB/CCL/服务器材料产业链,PCB/CCL/服务器材料产业链 / PCB/CCL / 印制电路板 / PCB,MACD绿柱扩大_零上,2026-05-21,41.21,,,,28,10.6
近1月仅日线,SZ.002903,宇环数控,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 减速器 / 工业母机,MACD绿柱扩大_零上,2026-05-29,40.35,,,,28,10.5
近1月仅日线,SZ.002841,视源股份,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 品牌消费电子 / 消费电子 / 显示技术 / 智能穿戴,MACD绿柱扩大_零上,2026-05-29,36.54,,,,33.25,9.9
近1月仅日线,SZ.002338,奥普光电,军工装备产业链:航空航天/船舶,军工装备产业链 / 航空航天/船舶 / 国防军工 / 军工电子Ⅲ / 军工电子Ⅱ,MACD绿柱扩大_零上,2026-05-28,60.27,,,,31.5,9.7
近1月仅日线,SZ.300077,国民技术,半导体产业链,半导体产业链 / 芯片设计 / 数字芯片设计,MACD绿柱扩大_零上,2026-05-29,22.97,,,,22.75,9.7
近1月仅日线,SH.688123,聚辰股份,半导体产业链,半导体产业链 / 晶圆制造 / 半导体 / 半导体 / 中芯概念,MACD绿柱扩大_零上,2026-05-29,132.97,,,,22.75,9.3
近1月仅日线,SZ.003026,中晶科技,半导体产业链,半导体产业链 / 材料/光刻胶 / 半导体材料,MACD绿柱扩大_零上,2026-05-29,43.5,,,,35,8.7
近1月仅日线,SH.605056,咸亨国际,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 仪器仪表,MACD绿柱缩小_零下,2026-05-25,25.4,,,,30,7.3
近1月仅日线,SZ.300461,田中精机,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 无线耳机 / 苹果概念,MACD绿柱缩小_零下,2026-05-29,48.32,,,,30,7
近1月仅日线,SZ.300971,博亚精工,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 工业母机,MACD绿柱扩大_零上,2026-05-28,22.55,,,,33.25,6.9
近1月仅日线,SZ.301128,强瑞技术,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 荣耀概念 / 柔性屏(折叠屏) / 苹果概念,MACD绿柱扩大_零上,2026-05-29,123.78,,,,31.5,6.9
近1月仅日线,SZ.301536,星宸科技,半导体产业链,半导体产业链 / 晶圆制造 / 半导体 / 半导体,MACD绿柱扩大_零上,2026-05-29,82.78,,,,29.75,6.4
近1月仅日线,SH.603275,众辰科技,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 减速器,MACD绿柱扩大_零上,2026-05-29,42,,,,28,5.9
近1月仅日线,SZ.300371,汇中股份,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 仪器仪表,MACD绿柱扩大_零上,2026-05-27,11.87,,,,28,5.7
近1月仅日线,SH.600590,泰豪科技,军工装备产业链:航空航天/船舶,军工装备产业链 / 航空航天/船舶 / 军工电子Ⅲ / 军工电子Ⅱ / 军民融合 / 航母概念,MACD绿柱扩大_零上,2026-05-21,13.86,,,,31.5,5.6
近1月仅日线,SH.600654,中安科,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 垂直应用软件 / 安防概念 / 智慧城市,MACD绿柱扩大_零上,2026-05-22,3.58,,,,31.5,4.9
近1月仅日线,SZ.002559,亚威股份,半导体产业链,半导体产业链 / 存储芯片 / 高带宽内存 / 存储芯片,MACD绿柱扩大_零上,2026-05-29,9.78,,,,29.75,4.9
近1月仅日线,SZ.000925,众合科技,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 时空大数据 / 数字水印 / 数据确权 / 虚拟数字人 / 数字孪生,MACD绿柱扩大_零上,2026-05-28,8.04,,,,28,4.5
近1月仅日线,SZ.002730,电光科技,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 鸿蒙概念,MACD绿柱扩大_零上,2026-05-29,30.13,,,,28,4.5
近1月仅日线,SH.600130,*ST波导,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 消费电子 / 消费电子零部件及组装,MACD绿柱扩大_零上,2026-05-29,4.93,,,,26.25,4.1
近1月仅日线,SZ.300352,北信源,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 垂直应用软件 / Kimi概念 / 数字水印 / 数字经济 / 数据安全,MACD绿柱缩小_零下,2026-05-28,3.1,,,,30,3.9
近1月仅日线,SH.688081,兴图新科,军工装备产业链:航空航天/船舶,军工装备产业链 / 航空航天/船舶 / 国防军工 / 军工电子Ⅲ / 军工电子Ⅱ / 军民融合 / 军工,MACD绿柱扩大_零上,2026-05-29,53.25,,,,28,3.6
近1月仅日线,SZ.300252,金信诺,军工装备产业链:航空航天/船舶,军工装备产业链 / 航空航天/船舶 / 国防军工 / 军工电子Ⅲ / 军工电子Ⅱ / 航母概念,MACD绿柱扩大_零上,2026-05-29,14.81,,,,29.75,3.3
近1月仅日线,SZ.301397,溯联股份,液冷/热管理产业链,液冷/热管理产业链 / 数据中心液冷/热管理 / 液冷概念,MACD绿柱扩大_零上,2026-05-28,34.89,,,,28,3.3
近1月仅日线,SZ.300608,思特奇,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 垂直应用软件 / 数据要素 / 数字孪生 / 区块链 / AI智能体,MACD绿柱扩大_零上,2026-05-29,11.96,,,,22.75,3
近1月仅日线,SZ.301153,中科江南,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 垂直应用软件 / AI应用 / 财税数字化 / 数字货币 / 区块链,MACD绿柱缩小_零下,2026-05-25,19.88,,,,30,2.9
近1月仅日线,SZ.002520,日发精机,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 机器人执行器 / 减速器 / 工业母机,MACD绿柱扩大_零上,2026-05-29,5.87,,,,29.75,2.7
近1月仅日线,SZ.300270,中威电子,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 安防设备 / 安防概念,MACD绿柱扩大_零上,2026-05-29,12.87,,,,35,2.5
近1月仅日线,SH.688685,迈信林,军工装备产业链:商业航天/卫星互联网,军工装备产业链 / 商业航天/卫星互联网 / 航空装备Ⅲ / 航空装备Ⅱ / 航天航空,MACD绿柱扩大_零上,2026-05-29,46.93,,,,26.25,1.8
近1月仅日线,SZ.000938,紫光股份,通信网络/5G产业链,通信网络/5G产业链 / 通信设备/网络建设 / WiFi / IPv6,MACD绿柱扩大_零上,2026-05-28,28.92,,,,28,1.2
近1月仅日线,SZ.002439,启明星辰,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / 电子身份证 / 量子科技,MACD绿柱扩大_零上,2026-05-28,14.73,,,,35,1.2
近1月仅日线,SH.600855,航天长峰,军工装备产业链:航空航天/船舶,军工装备产业链 / 航空航天/船舶 / 军工电子Ⅲ / 军工电子Ⅱ / 军民融合,MACD绿柱扩大_零上,2026-05-27,16.53,,,,26.25,1
近1月仅日线,SH.688237,超卓航科,军工装备产业链:商业航天/卫星互联网,军工装备产业链 / 商业航天/卫星互联网 / 航空装备Ⅲ / 航空装备Ⅱ / 航天航空,MACD绿柱扩大_零上,2026-05-19,51.43,,,,35,0.9
近1月仅日线,SZ.300559,佳发教育,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 垂直应用软件,MACD绿柱缩小_零下,2026-05-20,13.37,,,,30,0.9
近1月仅日线,SZ.001287,中电港,半导体产业链,半导体产业链 / 芯片设计 / 华为海思,MACD绿柱扩大_零上,2026-05-29,25.99,,,,29.75,0.3
近1月仅日线,SZ.002643,万润股份,半导体产业链,半导体产业链 / 材料/光刻胶 / 电子化学品Ⅲ / 电子化学品Ⅱ,MACD绿柱扩大_零上,2026-05-29,14.85,,,,26.25,-1.3
近1月仅日线,SZ.002876,三利谱,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 光学光电子 / 光学光电子 / 显示技术 / 柔性屏(折叠屏) / OLED,MACD绿柱扩大_零上,2026-05-29,27.22,,,,26.25,-1.3
近1月仅日线,SH.688818,电科蓝天,军工装备产业链:商业航天/卫星互联网,军工装备产业链 / 商业航天/卫星互联网 / 航天装备Ⅲ / 航天装备Ⅱ / 商业航天 / 卫星互联网 / 北斗导航,MACD绿柱扩大_零上,2026-05-29,68.87,,,,29.75,-2
近1月仅日线,SZ.301571,国科天成,军工装备产业链:航空航天/船舶,军工装备产业链 / 航空航天/船舶 / 国防军工 / 军工电子Ⅲ / 军工电子Ⅱ,MACD绿柱扩大_零上,2026-05-18,65.33,,,,28,-2.5
近1月仅日线,SZ.002248,华东数控,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 新型工业化 / 工业母机,MACD绿柱扩大_零上,2026-05-26,11.5,,,,24.5,-2.8
近1月仅日线,SH.688802,沐曦股份,半导体产业链,半导体产业链 / 芯片设计 / 数字芯片设计 / AI芯片 / 国产芯片,MACD绿柱扩大_零上,2026-05-29,676.02,,,,35,-3.1
近1月仅日线,SZ.300097,智云股份,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 柔性屏(折叠屏) / MicroLED / MiniLED / OLED,MACD绿柱扩大_零上,2026-05-29,9.29,,,,28,-3.3
近1月仅日线,SH.603175,超颖电子,PCB/CCL/服务器材料产业链,PCB/CCL/服务器材料产业链 / PCB/CCL / 印制电路板 / PCB,MACD绿柱扩大_零上,2026-05-29,90.61,,,,29.75,-3.5
近1月仅日线,SZ.300460,ST惠伦,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 被动元件 / AI眼镜 / 被动元件概念 / 苹果概念,MACD绿柱扩大_零上,2026-05-29,9.35,,,,29.75,-3.6
近1月仅日线,SH.605069,正和生态,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 智谱AI概念 / 元宇宙概念,MACD绿柱扩大_零上,2026-05-29,11.86,,,,24.5,-3.9
近1月仅日线,SZ.002023,海特高新,军工装备产业链:商业航天/卫星互联网,军工装备产业链 / 商业航天/卫星互联网 / 航空装备Ⅲ / 航空装备Ⅱ / 卫星互联网 / 通用航空 / 航天航空,MACD绿柱扩大_零上,2026-05-28,11.81,,,,35,-4.2
近1月仅日线,SH.688018,乐鑫科技,半导体产业链,半导体产业链 / 芯片设计 / 数字芯片设计,MACD绿柱扩大_零上,2026-05-29,167.6,,,,24.5,-4.4
近1月仅日线,SZ.003009,中天火箭,军工装备产业链:商业航天/卫星互联网,军工装备产业链 / 商业航天/卫星互联网 / 航天装备Ⅲ / 航天装备Ⅱ / 航天航空,MACD绿柱扩大_零上,2026-05-25,55.8,,,,26.25,-4.9
近1月仅日线,SZ.002655,共达电声,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 消费电子 / 消费电子零部件及组装 / 无线耳机 / 智能穿戴,三买 / MACD绿柱扩大_零上,2026-05-25,35.84,,,,40,-5.1
近1月仅日线,SZ.001309,德明利,半导体产业链,半导体产业链 / 晶圆制造 / 半导体 / 半导体,MACD绿柱扩大_零上,2026-05-29,640,,,,31.5,-5.5
近1月仅日线,SZ.300083,创世纪,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 新型工业化 / 工业母机,MACD绿柱扩大_零上,2026-05-29,10.01,,,,29.75,-5.8
近1月仅日线,SZ.300531,优博讯,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 数字经济 / 数字货币 / 区块链,MACD绿柱扩大_零上,2026-05-26,16.91,,,,28,-5.8
近1月仅日线,SZ.300613,富瀚微,半导体产业链,半导体产业链 / 晶圆制造 / 半导体 / 半导体 / 半导体 / 集成电路设计,MACD绿柱扩大_零上,2026-05-29,59.41,,,,29.75,-5.9
近1月仅日线,SZ.300136,信维通信,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 消费电子 / 消费电子零部件及组装 / 柔性屏(折叠屏) / 混合现实,MACD绿柱扩大_零上,2026-05-29,98.65,,,,24.5,-6.1
近1月仅日线,SZ.300784,利安科技,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 消费电子 / 消费电子零部件及组装,MACD绿柱扩大_零上,2026-05-29,45.09,,,,26.25,-6.1
近1月仅日线,SH.688205,德科立,通信网络/5G产业链,通信网络/5G产业链 / 通信设备/网络建设 / 通信设备 / 通信设备 / 通信网络设备及器件 / 通信技术,MACD绿柱扩大_零上,2026-05-29,237.41,,,,29.75,-6.4
近1月仅日线,SH.600845,宝信软件,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / AI应用 / ERP概念 / 工业互联 / 大数据,MACD绿柱扩大_零上,2026-05-27,20.83,,,,26.25,-6.5
近1月仅日线,SH.688002,睿创微纳,军工装备产业链:航空航天/船舶,军工装备产业链 / 航空航天/船舶 / 国防军工 / 军工电子Ⅲ / 军工电子Ⅱ / 军民融合 / 无人机,MACD绿柱扩大_零上,2026-05-29,127.8,,,,28,-6.5
近1月仅日线,SH.603383,顶点软件,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 垂直应用软件 / 数据要素 / 数据确权 / 数字经济 / 区块链,MACD绿柱扩大_零上,2026-05-29,31.78,,,,28,-6.9
近1月仅日线,SZ.300862,蓝盾光电,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 仪器仪表,MACD绿柱扩大_零上,2026-05-29,22.89,,,,28,-7.1
近1月仅日线,SZ.300768,迪普科技,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 财税数字化 / 数据安全 / 工业互联 / AI智能体,MACD绿柱扩大_零上,2026-05-29,16.2,,,,26.25,-7.2
近1月仅日线,SZ.301517,陕西华达,军工装备产业链:航空航天/船舶,军工装备产业链 / 航空航天/船舶 / 国防军工 / 军工电子Ⅲ / 军工电子Ⅱ / 无人机,MACD绿柱扩大_零上,2026-05-28,59.4,,,,26.25,-8.2
近1月仅日线,SH.688159,有方科技,通信网络/5G产业链,通信网络/5G产业链 / 通信设备/网络建设 / 通信设备 / 通信终端及配件 / 通信 / 通信设备 / 通信技术,MACD绿柱扩大_零上,2026-05-27,50.4,,,,22.75,-8.4
近1月仅日线,SZ.002553,南方精工,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 减速器,MACD绿柱缩小_零下,2026-05-22,20.56,,,,29.1,-8.8
近1月仅日线,SZ.002760,凤形股份,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 发电机概念,MACD绿柱扩大_零上,2026-05-28,20.3,,,,28,-9.1
近1月仅日线,SH.688655,迅捷兴,PCB/CCL/服务器材料产业链,PCB/CCL/服务器材料产业链 / PCB/CCL / 印制电路板 / PCB,MACD绿柱扩大_零上,2026-05-29,48.05,,,,24.5,-9.7
近1月仅日线,SZ.300895,铜牛信息,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 数据要素 / 数据确权 / 国资云概念 / 工业互联,MACD绿柱扩大_零上,2026-05-29,61.2,,,,26.25,-9.7
